"CaseMasterID","CrimeNo","CaseNo","CrimeRegisteredDate","PolicePersonID","PoliceStationID","CaseCategoryID","GravityOffenceID","CrimeMajorHeadID","CrimeMinorHeadID","CaseStatusID","CourtID","IncidentFromDate","IncidentToDate","InfoReceivedPSDate","latitude","longitude","BriefFacts"
"24622","100030302202624622","202624622","2026-07-07","1122","302","1","2","1","1","1","503","2026-07-07T21:30:00.000Z","2026-07-08T02:30:00.000Z","2026-07-07T22:30:00.000Z","15.7687893","74.5297056","Burglary reported near Belagavi South PS. Possible Market Corridor Group pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24623","100282801202424623","202424623","2024-09-26","1123","2801","1","1","6","9","2","528","2024-09-26T19:49:00.000Z","2024-09-26T23:49:00.000Z","2024-09-26T20:49:00.000Z","14.6714820","73.9896499","Assault reported near Uttara Kannada Central PS. Possible Coastal Fraud Cell pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24624","100313107202624624","202624624","2026-12-23","1124","3107","1","2","1","3","1","531","2026-12-23T00:22:00.000Z","2026-12-23T06:22:00.000Z","2026-12-23T01:22:00.000Z","15.3978940","76.6573340","Chain Snatching reported near Vijayanagara Cyber PS. Evidence and witness inputs available for AI review."
"24625","100030304202524625","202524625","2025-03-03","1125","304","1","2","2","4","1","503","2025-03-03T06:30:00.000Z","2025-03-03T08:30:00.000Z","2025-03-03T07:30:00.000Z","15.9708949","74.7134969","UPI Fraud reported near Belagavi Rural PS. Evidence and witness inputs available for AI review."
"24626","100080806202624626","202624626","2026-05-04","1126","806","1","2","2","4","1","508","2026-05-04T08:31:00.000Z","2026-05-04T12:31:00.000Z","2026-05-04T09:31:00.000Z","13.2910864","77.9096817","UPI Fraud reported near Chikkaballapura Traffic PS. Vehicle KA-28-RE-1125 seen. Evidence and witness inputs available for AI review."
"24627","100292902202624627","202624627","2026-08-01","1127","2902","1","1","6","10","2","529","2026-08-01T23:55:00.000Z","2026-08-02T02:55:00.000Z","2026-08-02T00:55:00.000Z","16.9364809","75.8277927","Robbery reported near Vijayapura South PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"24628","100303008202424628","202424628","2024-11-02","1128","3008","1","2","3","6","2","530","2024-11-02T23:46:00.000Z","2024-11-03T05:46:00.000Z","2024-11-03T00:46:00.000Z","16.5088840","77.1213401","Loan App Fraud reported near Yadgir Women PS. Possible North Belt Narcotics Line pattern. Vehicle KA-09-XY-1142 seen. Evidence and witness inputs available for AI review."
"24629","100222203202524629","202524629","2025-02-02","1129","2203","1","2","1","3","1","522","2025-02-02T12:43:00.000Z","2025-02-02T13:43:00.000Z","2025-02-02T13:43:00.000Z","12.2598536","76.6131235","Chain Snatching reported near Mysuru North PS. Evidence and witness inputs available for AI review."
"24630","100090908202524630","202524630","2025-11-05","1130","908","1","1","6","10","2","509","2025-11-05T04:22:00.000Z","2025-11-05T05:22:00.000Z","2025-11-05T05:22:00.000Z","13.3719800","75.8661992","Robbery reported near Chikkamagaluru Women PS. Evidence and witness inputs available for AI review."
"24631","100111104202524631","202524631","2025-07-01","1131","1104","1","1","5","8","1","511","2025-07-01T05:47:00.000Z","2025-07-01T09:47:00.000Z","2025-07-01T06:47:00.000Z","12.6245860","74.7552278","Harassment reported near Dakshina Kannada Rural PS. Evidence and witness inputs available for AI review."
"24632","100020201202424632","202424632","2024-09-16","1132","201","1","2","1","1","1","502","2024-09-16T21:00:00.000Z","2024-09-16T22:00:00.000Z","2024-09-16T22:00:00.000Z","15.1342577","76.9606521","Burglary reported near Ballari Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"24633","100171707202524633","202524633","2025-01-08","1133","1707","1","2","1","3","1","517","2025-01-08T09:18:00.000Z","2025-01-08T12:18:00.000Z","2025-01-08T10:18:00.000Z","17.4195199","77.0874112","Chain Snatching reported near Kalaburagi Cyber PS. Evidence and witness inputs available for AI review."
"24634","100121207202424634","202424634","2024-05-23","1134","1207","1","2","2","5","2","512","2024-05-23T00:35:00.000Z","2024-05-23T01:35:00.000Z","2024-05-23T01:35:00.000Z","14.4509094","75.9158515","Investment Scam reported near Davanagere Cyber PS. Evidence and witness inputs available for AI review."
"24635","100030304202624635","202624635","2026-03-05","1135","304","1","1","6","9","1","503","2026-03-05T06:36:00.000Z","2026-03-05T07:36:00.000Z","2026-03-05T07:36:00.000Z","16.0206328","74.7076988","Assault reported near Belagavi Rural PS. Possible Coastal Fraud Cell pattern. Evidence and witness inputs available for AI review."
"24636","100313102202424636","202424636","2024-05-03","1136","3102","1","2","3","6","2","531","2024-05-03T18:05:00.000Z","2024-05-04T00:05:00.000Z","2024-05-03T19:05:00.000Z","15.4093429","76.6051609","Loan App Fraud reported near Vijayanagara South PS. Night-time MO. Evidence and witness inputs available for AI review."
"24637","100313101202424637","202424637","2024-03-20","1137","3101","1","1","5","8","1","531","2024-03-20T20:39:00.000Z","2024-03-21T01:39:00.000Z","2024-03-20T21:39:00.000Z","15.3028064","76.4801801","Harassment reported near Vijayanagara Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"24638","100010102202524638","202524638","2025-01-20","1138","102","1","2","2","4","2","501","2025-01-20T08:32:00.000Z","2025-01-20T14:32:00.000Z","2025-01-20T09:32:00.000Z","15.9696185","75.9117019","UPI Fraud reported near Bagalkote South PS. Evidence and witness inputs available for AI review."
"24639","100161607202624639","202624639","2026-05-15","1139","1607","1","2","2","5","1","516","2026-05-15T23:15:00.000Z","2026-05-16T04:15:00.000Z","2026-05-16T00:15:00.000Z","14.6416127","75.5655687","Investment Scam reported near Haveri Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"24640","100131305202624640","202624640","2026-11-03","1140","1305","1","1","4","7","1","513","2026-11-03T15:15:00.000Z","2026-11-03T20:15:00.000Z","2026-11-03T16:15:00.000Z","15.5049724","75.1909815","Drug Distribution reported near Dharwad Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"24641","100101002202624641","202624641","2026-09-27","1141","1002","1","2","2","5","2","510","2026-09-27T11:10:00.000Z","2026-09-27T14:10:00.000Z","2026-09-27T12:10:00.000Z","14.2671310","76.2909123","Investment Scam reported near Chitradurga South PS. Evidence and witness inputs available for AI review."
"24642","100212102202524642","202524642","2025-05-09","1142","2102","1","2","1","2","1","521","2025-05-09T12:10:00.000Z","2025-05-09T13:10:00.000Z","2025-05-09T13:10:00.000Z","12.5002317","76.6447853","Vehicle Theft reported near Mandya South PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"24643","100060601202424643","202424643","2024-10-13","1143","601","1","1","6","9","1","506","2024-10-13T14:45:00.000Z","2024-10-13T16:45:00.000Z","2024-10-13T15:45:00.000Z","17.8930235","77.6732802","Assault reported near Bidar Central PS. Possible Coastal Fraud Cell pattern. Vehicle KA-28-TG-1077 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24644","100191907202624644","202624644","2026-08-07","1144","1907","1","2","1","3","1","519","2026-08-07T02:04:00.000Z","2026-08-07T05:04:00.000Z","2026-08-07T03:04:00.000Z","12.9801464","78.1053606","Chain Snatching reported near Kolar Cyber PS. Evidence and witness inputs available for AI review."
"24645","100050501202524645","202524645","2025-03-12","1145","501","1","1","4","7","1","505","2025-03-12T05:20:00.000Z","2025-03-12T07:20:00.000Z","2025-03-12T06:20:00.000Z","12.8722928","77.4384272","Drug Distribution reported near Bengaluru Urban Central PS. Evidence and witness inputs available for AI review."
"24646","100292908202524646","202524646","2025-02-08","1146","2908","1","1","6","9","1","529","2025-02-08T09:18:00.000Z","2025-02-08T15:18:00.000Z","2025-02-08T10:18:00.000Z","16.9508613","75.8484576","Assault reported near Vijayapura Women PS. Possible Coastal Fraud Cell pattern. Vehicle KA-05-UN-1013 seen. Evidence and witness inputs available for AI review."
"24647","100252508202424647","202424647","2024-08-15","1147","2508","1","2","1","3","1","525","2024-08-15T14:05:00.000Z","2024-08-15T15:05:00.000Z","2024-08-15T15:05:00.000Z","13.8784837","75.4729794","Chain Snatching reported near Shivamogga Women PS. Evidence and witness inputs available for AI review."
"24648","100070701202524648","202524648","2025-09-07","1148","701","1","1","6","9","1","507","2025-09-07T04:24:00.000Z","2025-09-07T09:24:00.000Z","2025-09-07T05:24:00.000Z","11.6653767","77.1400165","Assault reported near Chamarajanagar Central PS. Evidence and witness inputs available for AI review."
"24649","100303008202624649","202624649","2026-10-13","1149","3008","1","1","4","7","2","530","2026-10-13T00:32:00.000Z","2026-10-13T02:32:00.000Z","2026-10-13T01:32:00.000Z","16.5465949","77.1496182","Drug Distribution reported near Yadgir Women PS. Evidence and witness inputs available for AI review."
"24650","100313106202624650","202624650","2026-10-20","1150","3106","1","1","6","9","2","531","2026-10-20T02:56:00.000Z","2026-10-20T04:56:00.000Z","2026-10-20T03:56:00.000Z","15.1634232","76.5500895","Assault reported near Vijayanagara Traffic PS. Evidence and witness inputs available for AI review."
"24651","100242404202524651","202524651","2025-09-23","1151","2404","1","1","4","7","1","524","2025-09-23T06:07:00.000Z","2025-09-23T09:07:00.000Z","2025-09-23T07:07:00.000Z","12.6335676","77.2103759","Drug Distribution reported near Ramanagara Rural PS. Evidence and witness inputs available for AI review."
"24652","100111106202524652","202524652","2025-01-03","1152","1106","1","1","6","9","1","511","2025-01-03T02:08:00.000Z","2025-01-03T05:08:00.000Z","2025-01-03T03:08:00.000Z","12.8648754","74.7754952","Assault reported near Dakshina Kannada Traffic PS. Possible Market Corridor Group pattern. Evidence and witness inputs available for AI review."
"24653","100181807202424653","202424653","2024-01-04","1153","1807","1","1","5","8","2","518","2024-01-04T15:15:00.000Z","2024-01-04T20:15:00.000Z","2024-01-04T16:15:00.000Z","12.2566167","75.6283342","Harassment reported near Kodagu Cyber PS. Possible Coastal Fraud Cell pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24654","100111106202424654","202424654","2024-09-01","1154","1106","1","2","2","5","1","511","2024-09-01T10:45:00.000Z","2024-09-01T16:45:00.000Z","2024-09-01T11:45:00.000Z","12.8399465","74.7661630","Investment Scam reported near Dakshina Kannada Traffic PS. Evidence and witness inputs available for AI review."
"24655","100262608202424655","202424655","2024-01-08","1155","2608","1","1","6","10","2","526","2024-01-08T15:29:00.000Z","2024-01-08T20:29:00.000Z","2024-01-08T16:29:00.000Z","13.3209100","77.3123567","Robbery reported near Tumakuru Women PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24656","100191906202524656","202524656","2025-06-27","1156","1906","1","2","2","5","1","519","2025-06-27T16:11:00.000Z","2025-06-27T22:11:00.000Z","2025-06-27T17:11:00.000Z","13.3419350","78.2973531","Investment Scam reported near Kolar Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"24657","100282801202624657","202624657","2026-05-08","1157","2801","1","2","2","5","1","528","2026-05-08T06:06:00.000Z","2026-05-08T10:06:00.000Z","2026-05-08T07:06:00.000Z","14.6629873","73.9827015","Investment Scam reported near Uttara Kannada Central PS. Evidence and witness inputs available for AI review."
"24658","100252508202524658","202524658","2025-03-01","1158","2508","1","2","2","5","2","525","2025-03-01T20:34:00.000Z","2025-03-01T21:34:00.000Z","2025-03-01T21:34:00.000Z","13.9569994","75.5110133","Investment Scam reported near Shivamogga Women PS. Possible Coastal Fraud Cell pattern. Vehicle KA-30-SD-1206 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24659","100070707202424659","202424659","2024-08-17","1159","707","1","1","6","10","1","507","2024-08-17T01:19:00.000Z","2024-08-17T05:19:00.000Z","2024-08-17T02:19:00.000Z","12.0972893","76.7985734","Robbery reported near Chamarajanagar Cyber PS. Evidence and witness inputs available for AI review."
"24660","100232301202624660","202624660","2026-01-08","1160","2301","1","2","2","4","1","523","2026-01-08T21:42:00.000Z","2026-01-08T23:42:00.000Z","2026-01-08T22:42:00.000Z","16.4522328","77.1957230","UPI Fraud reported near Raichur Central PS. Vehicle KA-28-TG-1077 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24661","100191903202524661","202524661","2025-06-04","1161","1903","1","2","3","6","1","519","2025-06-04T04:18:00.000Z","2025-06-04T09:18:00.000Z","2025-06-04T05:18:00.000Z","13.0027148","78.0735859","Loan App Fraud reported near Kolar North PS. Evidence and witness inputs available for AI review."
"24662","100131301202524662","202524662","2025-09-08","1162","1301","1","2","1","1","1","513","2025-09-08T23:27:00.000Z","2025-09-09T03:27:00.000Z","2025-09-09T00:27:00.000Z","15.2513296","74.9584586","Burglary reported near Dharwad Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"24663","100151507202424663","202424663","2024-01-22","1163","1507","1","1","6","10","2","515","2024-01-22T00:10:00.000Z","2024-01-22T06:10:00.000Z","2024-01-22T01:10:00.000Z","12.9486763","76.2541410","Robbery reported near Hassan Cyber PS. Evidence and witness inputs available for AI review."
"24664","100020202202424664","202424664","2024-05-13","1164","202","1","1","6","10","2","502","2024-05-13T17:56:00.000Z","2024-05-13T20:56:00.000Z","2024-05-13T18:56:00.000Z","15.2668206","76.9721827","Robbery reported near Ballari South PS. Night-time MO. Evidence and witness inputs available for AI review."
"24665","100060603202624665","202624665","2026-02-26","1165","603","1","2","1","3","2","506","2026-02-26T13:55:00.000Z","2026-02-26T18:55:00.000Z","2026-02-26T14:55:00.000Z","17.6645186","77.4562036","Chain Snatching reported near Bidar North PS. Possible North Belt Narcotics Line pattern. Vehicle KA-05-JU-1150 seen. Evidence and witness inputs available for AI review."
"24666","100121202202424666","202424666","2024-06-11","1166","1202","1","2","2","5","2","512","2024-06-11T11:48:00.000Z","2024-06-11T15:48:00.000Z","2024-06-11T12:48:00.000Z","14.5257790","76.0627119","Investment Scam reported near Davanagere South PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"24667","100202004202624667","202624667","2026-09-06","1167","2004","1","1","6","9","1","520","2026-09-06T17:54:00.000Z","2026-09-06T18:54:00.000Z","2026-09-06T18:54:00.000Z","15.2707745","76.0000157","Assault reported near Koppal Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"24668","100252502202624668","202624668","2026-07-24","1168","2502","1","2","1","3","1","525","2026-07-24T21:13:00.000Z","2026-07-24T22:13:00.000Z","2026-07-24T22:13:00.000Z","13.6829713","75.7581738","Chain Snatching reported near Shivamogga South PS. Night-time MO. Evidence and witness inputs available for AI review."
"24669","100070706202524669","202524669","2025-02-05","1169","706","1","2","1","1","2","507","2025-02-05T05:07:00.000Z","2025-02-05T06:07:00.000Z","2025-02-05T06:07:00.000Z","11.7514650","77.0359436","Burglary reported near Chamarajanagar Traffic PS. Evidence and witness inputs available for AI review."
